protein,chain,group,group1
1U5R,A,Kinase,1
4F1T,A,Kinase,1
4FII,A,Kinase,1
5AR5,A,Kinase,1
3DJ6,A,Kinase,1
6BQP,A,Kinase,1
6B2Q,A,Kinase,1
3QRJ,A,Kinase,1
6H0O,A,Kinase,1
2HZI,A,Kinase,1
4NJD,A,Kinase,1
4FZA,B,Kinase,1
5YVC,A,Kinase,1
2XKE,A,Kinase,1
3DJ5,A,Kinase,1
6BAB,A,Kinase,1
2XK7,A,Kinase,1
4YJR,A,Kinase,1
5YVA,A,Kinase,1
5P9K,A,Kinase,1
6DI0,A,Kinase,1
5AR7,A,Kinase,1
2XK3,A,Kinase,1
4YUR,A,Kinase,1
5TIU,A,Kinase,1
4QMP,A,Kinase,1
2GCD,A,Kinase,1
4AFE,A,Kinase,1
3COK,A,Kinase,1
4YJV,A,Kinase,1
2XK4,A,Kinase,1
5C27,A,Kinase,1
3BEL,A,Kinase,1
4USD,A,Kinase,1
4YJQ,A,Kinase,1
6DI1,A,Kinase,1
2XNP,A,Kinase,1
2IVS,A,Kinase,1
4G34,A,Kinase,1
4WNM,A,Kinase,1
4CKI,A,Kinase,1
6BLE,A,Kinase,1
2XNO,A,Kinase,1
4FZ7,A,Kinase,1
4A4X,A,Kinase,1
2C6E,A,Kinase,1
6ES0,A,Kinase,1
4XBU,A,Kinase,1
6FDZ,U,Kinase,1
4QMV,A,Kinase,1
3A7F,A,Kinase,1
6BQQ,A,Kinase,1
6QAS,A,Kinase,1
4ZLZ,A,Kinase,1
4ZLY,A,Kinase,1
6QAT,A,Kinase,1
4RX7,A,Kinase,1
6N9P,A,Kinase,1
4H1M,A,Kinase,1
5M55,A,Kinase,1
5LMA,A,Kinase,1
2XNM,A,Kinase,1
3TZ9,A,Kinase,1
4I94,A,Kinase,1
5J7B,A,Kinase,1
6CMJ,A,Kinase,1
4Z3V,A,Kinase,1
4QMO,A,Kinase,1
3F3V,A,Kinase,1
4YJS,A,Kinase,1
5IME,A,Kinase,1
6E4F,A,Kinase,1
3PPJ,A,Kinase,1
3F3W,A,Kinase,1
2IVV,A,Kinase,1
2JAM,A,Kinase,1
6CD6,A,Kinase,1
4CKJ,A,Kinase,1
5U9D,A,Kinase,1
2XNN,A,Kinase,1
4YJU,A,Kinase,1
2X2K,A,Kinase,1
2X2L,A,Kinase,1
4FIH,A,Kinase,1
3TZ8,A,Kinase,1
5O23,A,Kinase,1
4G31,A,Kinase,1
4FZF,B,Kinase,1
3BRB,A,Kinase,1
5T68,A,Kinase,1
4YJT,A,Kinase,1
2IVU,A,Kinase,1
5AJQ,A,Kinase,1
4RX9,A,Kinase,1
4RX8,A,Kinase,1
2C30,A,Kinase,1
5DEW,A,Kinase,1
2IVT,A,Kinase,1
2P0C,A,Kinase,1
3A7H,A,Kinase,1
4YJO,A,Kinase,1
4WNP,A,Kinase,1
5CXZ,A,Kinase,1
3OEZ,A,Kinase,1
4DAW,A,Kinase,1
4YJP,A,Kinase,1
4QMM,A,Kinase,1
2HZ4,A,Kinase,1
5FG8,A,Kinase,1
3A7G,A,Kinase,1
2X2M,A,Kinase,1
5P9M,A,Kinase,1
6BKU,A,Kinase,1
4FL1,A,Kinase,1
1YOL,A,Kinase,1
4WNO,A,Kinase,1
4EQC,A,Kinase,1
5N93,A,Kinase,1
2XYN,A,Kinase,1
5K0K,A,Kinase,1
5CI7,A,Kinase,1
5BQ0,A,Kinase,1
5TT7,A,Kinase,1
4W8D,A,Kinase,1
6BRC,A,Kinase,1
4QMQ,A,Kinase,1
4O0V,A,Kinase,1
3FQH,A,Kinase,1
4PUZ,A,Kinase,1
5BMS,A,Kinase,1
3TZ7,A,Kinase,1
3TCP,A,Kinase,1
3FQE,A,Kinase,1
4FEQ,A,Kinase,1
4O0Y,A,Kinase,1
5AMN,A,Kinase,1
3EN7,A,Kinase,1
3FY0,A,Kinase,1
3Q4C,A,Kinase,1
6FEK,A,Kinase,1
4I0R,A,Kinase,1
3Q52,A,Kinase,1
4G9C,A,Kinase,1
1U5Q,A,Kinase,1
3BHH,A,Kinase,1
1YHW,A,Kinase,1
4JXF,A,Kinase,1
4FG8,A,Kinase,1
3PPK,A,Kinase,1
2PL0,A,Kinase,1
3LA6,A,Kinase,1
4U8Z,A,Kinase,1
5LMB,A,Kinase,1
4MHA,A,Kinase,1
5H9B,A,Kinase,1
5VFI,A,Kinase,1
4FZ6,A,Kinase,1
5C26,A,Kinase,1
4EHG,A,Kinase,1
5DFP,A,Kinase,1
4O0X,A,Kinase,1
4I0T,A,Kinase,1
1YHV,A,Kinase,1
2HWP,A,Kinase,1
2OQ1,A,Kinase,1
5TR6,A,Kinase,1
1XBB,A,Kinase,1
3FXZ,A,Kinase,1
4O0R,A,Kinase,1
6AYW,A,Kinase,1
5D10,A,Kinase,1
3BYU,A,Kinase,1
6DKW,A,Kinase,1
5K0X,A,Kinase,1
3Q53,A,Kinase,1
4FZD,B,Kinase,1
4XG2,A,Kinase,1
2HY8,1,Kinase,1
2VWI,A,Kinase,1
2QLQ,A,Kinase,1
5Y5U,A,Kinase,1
4RSS,A,Kinase,1
4DFN,A,Kinase,1
3PPZ,A,Kinase,1
4XZ1,A,Kinase,1
3PRF,A,Kinase,1
4XG9,A,Kinase,1
1XBC,A,Kinase,1
3FQS,A,Kinase,1
4B6L,A,Kinase,1
5U6C,A,Kinase,1
4XG7,A,Kinase,1
6HXF,A,Kinase,1
6BQL,A,Kinase,1
3WYY,A,Kinase,1
4PV0,A,Kinase,1
5JSM,A,Kinase,1
5TOB,A,Kinase,1
4XG4,A,Kinase,1
4FYO,A,Kinase,1
5Y5T,A,Kinase,1
4XG6,A,Kinase,1
5VLO,A,Kinase,1
4FYN,A,Kinase,1
2AYP,A,Kinase,1
5GHV,A,Kinase,1
4YBK,A,Kinase,1
3WYX,A,Kinase,1
4NZW,B,Kinase,1
5UQ1,A,Kinase,1
2VN9,A,Kinase,1
4O6L,A,Kinase,1
3ZZW,A,Kinase,1
4XG3,A,Kinase,1
3OXT,A,Kinase,1
5UU1,A,Kinase,1
6GT1,A,Kinase,1
2W96,B,Kinase,1
4FG9,A,Kinase,1
5U94,A,Kinase,1
3EMG,A,Kinase,1
4I0S,A,Kinase,1
6HM7,A,Kinase,1
3VQU,A,Kinase,1
3WZK,A,Kinase,1
2X9E,A,Kinase,1
1BI7,A,Kinase,1
5U6B,A,Kinase,1
4ZEG,A,Kinase,1
5OPB,A,Kinase,1
5N84,A,Kinase,1
2WMT,A,Kinase,1
3W1F,A,Kinase,1
4JS8,A,Kinase,1
3W32,A,Kinase,1
5IUH,A,Kinase,1
3SKC,A,Kinase,1
2OU7,A,Kinase,1
2XEZ,A,Kinase,1
4EHE,A,Kinase,1
3WZJ,A,Kinase,1
3H10,A,Kinase,1
4A4O,A,Kinase,1
3HMP,A,Kinase,1
1O6Y,A,Kinase,1
3AOX,A,Kinase,1
2HWO,A,Kinase,1
2YM8,A,Kinase,1
3SRV,A,Kinase,1
2YER,A,Kinase,1
5N87,A,Kinase,1
5NA0,A,Kinase,1
5HEZ,A,Kinase,1
5OQ8,A,Kinase,1
2FUM,A,Kinase,1
5O91,A,Kinase,1
3TUC,A,Kinase,1
4FIF,A,Kinase,1
5UYJ,A,Kinase,1
2OFV,A,Kinase,1
2W9F,B,Kinase,1
5N9S,A,Kinase,1
2WMX,A,Kinase,1
5OP2,A,Kinase,1
5VI9,A,Kinase,1
2WMW,A,Kinase,1
4ZJI,A,Kinase,1
5NAD,A,Kinase,1
2X8I,A,Kinase,1
2YAC,A,Kinase,1
3HMO,A,Kinase,1
3KB7,A,Kinase,1
4H1J,A,Kinase,1
5TEH,A,Kinase,1
3E5A,A,Kinase,1
2YM7,A,Kinase,1
4AUA,A,Kinase,1
2XF0,A,Kinase,1
4DGG,A,Kinase,1
5IUI,A,Kinase,1
5JZJ,A,Kinase,1
2WMV,A,Kinase,1
4DCE,A,Kinase,1
2WMR,A,Kinase,1
4FOD,A,Kinase,1
3HMN,A,Kinase,1
3R8L,A,Kinase,1
3TV4,A,Kinase,1
3BPR,A,Kinase,1
2WMS,A,Kinase,1
2YM3,A,Kinase,1
2RF9,A,Kinase,1
2WMQ,A,Kinase,1
2OIQ,A,Kinase,1
4A4L,A,Kinase,1
3U9N,A,Kinase,1
5N7V,A,Kinase,1
5TO8,A,Kinase,1
2WMU,A,Kinase,1
4JIK,A,Kinase,1
2YDK,A,Kinase,1
3TUD,A,Kinase,1
3PA4,A,Kinase,1
2YM6,A,Kinase,1
2JIT,A,Kinase,1
4FIG,A,Kinase,1
2YM5,A,Kinase,1
5OQ7,A,Kinase,1
4YFF,A,Kinase,1
6FC8,A,Kinase,1
4FKO,A,Kinase,1
4X3F,A,Kinase,1
3KL8,A,Kinase,1
6FCK,A,Kinase,1
2V62,A,Kinase,1
4I5P,A,Kinase,1
3WBL,A,Kinase,1
3QQH,A,Kinase,1
4I6B,A,Kinase,1
4I6F,A,Kinase,1
3FC2,A,Kinase,1
1UA2,A,Kinase,1
5FP6,A,Kinase,1
5CY3,A,Kinase,1
4HYH,A,Kinase,1
6DI5,A,Kinase,1
3TUB,A,Kinase,1
3R9N,A,Kinase,1
1E1V,A,Kinase,1
5FP5,A,Kinase,1
1PXN,A,Kinase,1
2YEX,A,Kinase,1
3SW7,A,Kinase,1
4ZJV,A,Kinase,1
2C6D,A,Kinase,1
3S0O,A,Kinase,1
4D1Z,A,Kinase,1
1GIJ,A,Kinase,1
4FVP,A,Kinase,1
4I6H,A,Kinase,1
3QTU,A,Kinase,1
2CGU,A,Kinase,1
5OPU,A,Kinase,1
2FVD,A,Kinase,1
5JZN,A,Kinase,1
2C3J,A,Kinase,1
2XEY,A,Kinase,1
3R8U,A,Kinase,1
2CGV,A,Kinase,1
3NUX,A,Kinase,1
2BHE,A,Kinase,1
5TD2,A,Kinase,1
3NUP,A,Kinase,1
3TV6,A,Kinase,1
4I1Z,A,Kinase,1
1PXP,A,Kinase,1
4JT3,A,Kinase,1
3QRU,A,Kinase,1
3THB,A,Kinase,1
4I5M,A,Kinase,1
2CGX,A,Kinase,1
3RAH,A,Kinase,1
3QTS,A,Kinase,1
3RPR,A,Kinase,1
4FVR,A,Kinase,1
5OPR,A,Kinase,1
5OP5,A,Kinase,1
3NLB,A,Kinase,1
3QZF,A,Kinase,1
2X8E,A,Kinase,1
3R8V,A,Kinase,1
3MS9,A,Kinase,1
1PXK,A,Kinase,1
6BRW,A,Kinase,1
4FG7,A,Kinase,1
6B5J,A,Kinase,1
5L2T,A,Kinase,1
5OP7,A,Kinase,1
5DLS,A,Kinase,1
5UT2,A,Kinase,1
3W33,A,Kinase,1
2YDJ,A,Kinase,1
5K4J,A,Kinase,1
1GII,A,Kinase,1
4MCV,A,Kinase,1
4FKL,A,Kinase,1
5L2I,A,Kinase,1
3R9H,A,Kinase,1
5OPS,A,Kinase,1
4WD5,A,Kinase,1
5UT5,A,Kinase,1
5OP4,A,Kinase,1
5I4N,A,Kinase,1
3S00,A,Kinase,1
3G6G,A,Kinase,1
1Q62,A,Kinase,1
5UT4,A,Kinase,1
2BRG,A,Kinase,1
2JIV,A,Kinase,1
2C3K,A,Kinase,1
2BRN,A,Kinase,1
1V1K,A,Kinase,1
3RJC,A,Kinase,1
1YOM,A,Kinase,1
2JC6,A,Kinase,1
3TIZ,A,Kinase,1
3R8M,A,Kinase,1
1BI8,A,Kinase,1
1PXM,A,Kinase,1
5ZWJ,A,Kinase,1
2BRM,A,Kinase,1
6QAV,A,Kinase,1
5L2S,A,Kinase,1
4FKU,A,Kinase,1
1PXO,A,Kinase,1
5ANG,A,Kinase,1
2CGW,A,Kinase,1
4FVQ,A,Kinase,1
5KHX,A,Kinase,1
3RAK,A,Kinase,1
4EZ5,A,Kinase,1
1YKR,A,Kinase,1
2GS7,A,Kinase,1
3QTZ,A,Kinase,1
6BBV,A,Kinase,1
3S1H,A,Kinase,1
2BRH,A,Kinase,1
4RIW,A,Kinase,1
3R8Z,A,Kinase,1
4FKS,A,Kinase,1
3RPV,A,Kinase,1
6BS0,A,Kinase,1
4YNZ,A,Kinase,1
1KE5,A,Kinase,1
4RIY,A,Kinase,1
3RKB,A,Kinase,1
6BBU,A,Kinase,1
5OOP,A,Kinase,1
4I20,A,Kinase,1
4FKT,A,Kinase,1
3CIO,A,Kinase,1
4EK8,A,Kinase,1
4FKP,A,Kinase,1
3QTX,A,Kinase,1
5UT1,A,Kinase,1
3UNJ,A,Kinase,1
6M9H,A,Kinase,1
2R3N,A,Kinase,1
5USZ,A,Kinase,1
4E4L,A,Kinase,1
2VTH,A,Kinase,1
2R3K,A,Kinase,1
4FKV,A,Kinase,1
5VO6,A,Kinase,1
4EK4,A,Kinase,1
3QTQ,A,Kinase,1
1P2A,A,Kinase,1
3RZB,A,Kinase,1
6FCF,A,Kinase,1
3SW4,A,Kinase,1
5TC0,A,Kinase,1
3FZ1,A,Kinase,1
4FKR,A,Kinase,1
5UT6,A,Kinase,1
1ZOG,A,Kinase,1
1PXJ,A,Kinase,1
2R3G,A,Kinase,1
3BYS,A,Kinase,1
2R3J,A,Kinase,1
3TIY,A,Kinase,1
6B2P,A,Kinase,1
4EK3,A,Kinase,1
5WIN,A,Kinase,1
3F6X,A,Kinase,1
3R28,A,Kinase,1
1W8C,A,Kinase,1
3QZG,A,Kinase,1
5ANJ,A,Kinase,1
2C5Y,A,Kinase,1
3QXP,A,Kinase,1
5OOT,A,Kinase,1
2B55,A,Kinase,1
2EXM,A,Kinase,1
2DUV,A,Kinase,1
2JIU,A,Kinase,1
5UT3,A,Kinase,1
4EUU,A,Kinase,1
5D7V,A,Kinase,1
5X28,A,Kinase,1
1HCL,A,Kinase,1
5UT0,A,Kinase,1
2DS1,A,Kinase,1
5OQ6,A,Kinase,1
6DUD,A,Kinase,1
2RFE,A,Kinase,1
3RPY,A,Kinase,1
2UZN,A,Kinase,1
1PXL,A,Kinase,1
4RIX,A,Kinase,1
2R3L,A,Kinase,1
3QZI,A,Kinase,1
3QX4,A,Kinase,1
2VTJ,A,Kinase,1
3QWJ,A,Kinase,1
3R7V,A,Kinase,1
3QQF,A,Kinase,1
3F9N,A,Kinase,1
3FHI,A,Kinase,1
3RMF,A,Kinase,1
4NJ3,A,Kinase,1
3QTR,A,Kinase,1
1JSV,A,Kinase,1
2HZN,A,Kinase,1
3R8P,A,Kinase,1
1PXI,A,Kinase,1
6BSS,A,Kinase,1
1KE7,A,Kinase,1
1HCK,A,Kinase,1
3RNI,A,Kinase,1
2VU3,A,Kinase,1
5WIJ,A,Kinase,1
4FIC,A,Kinase,1
2VTN,A,Kinase,1
6AAH,A,Kinase,1
4IJ9,A,Kinase,1
4WB6,A,Kinase,1
4EK6,A,Kinase,1
2R3F,A,Kinase,1
3ROY,A,Kinase,1
1KE8,A,Kinase,1
2W06,A,Kinase,1
5ANI,A,Kinase,1
1PYE,A,Kinase,1
3RAL,A,Kinase,1
5ANO,A,Kinase,1
1GIH,A,Kinase,1
3DAK,A,Kinase,1
3QWK,A,Kinase,1
3RPO,A,Kinase,1
3QQK,A,Kinase,1
1PW2,A,Kinase,1
2R3I,A,Kinase,1
3RK5,A,Kinase,1
4LYN,A,Kinase,1
6QAU,A,Kinase,1
5AND,A,Kinase,1
4D1X,A,Kinase,1
4AXA,A,Kinase,1
2VO6,A,Kinase,1
3SQQ,A,Kinase,1
2UVZ,A,Kinase,1
5GMP,A,Kinase,1
3R73,A,Kinase,1
5D1J,A,Kinase,1
3OWP,A,Kinase,1
4FKQ,A,Kinase,1
3QRT,A,Kinase,1
5X26,A,Kinase,1
3RK7,A,Kinase,1
3ULI,A,Kinase,1
4ZLO,A,Kinase,1
4MBJ,A,Kinase,1
2QCS,A,Kinase,1
2J6M,A,Kinase,1
1H00,A,Kinase,1
3RAI,A,Kinase,1
2BHH,A,Kinase,1
5WIL,A,Kinase,1
2VTS,A,Kinase,1
2VV9,A,Kinase,1
3R9O,A,Kinase,1
2VTI,A,Kinase,1
4IAD,A,Kinase,1
2R3R,A,Kinase,1
3RK9,A,Kinase,1
2RFD,A,Kinase,1
1KE6,A,Kinase,1
2J5F,A,Kinase,1
4FKG,A,Kinase,1
3R9D,A,Kinase,1
3QL8,A,Kinase,1
3IG7,A,Kinase,1
3R1Q,A,Kinase,1
3R7U,A,Kinase,1
2R3P,A,Kinase,1
1DI8,A,Kinase,1
3W2S,A,Kinase,1
5ANK,A,Kinase,1
1JSU,A,Kinase,1
6NCG,A,Kinase,1
4EK5,A,Kinase,1
4EZ3,A,Kinase,1
5X27,A,Kinase,1
5UWD,A,Kinase,1
3BWJ,A,Kinase,1
2UZV,A,Kinase,1
1CKP,A,Kinase,1
2UW5,A,Kinase,1
3R7Y,A,Kinase,1
3BE9,A,Kinase,1
3R1S,A,Kinase,1
5JR7,A,Kinase,1
3QD2,B,Kinase,1
2PVL,A,Kinase,1
5N3O,A,Kinase,1
3QZH,A,Kinase,1
5N3S,A,Kinase,1
4IB0,A,Kinase,1
2PVK,A,Kinase,1
1KE9,A,Kinase,1
2R3Q,A,Kinase,1
2R64,A,Kinase,1
1PF8,A,Kinase,1
4IAI,A,Kinase,1
2A4L,A,Kinase,1
3R71,A,Kinase,1
5M0C,A,Kinase,1
1WCC,A,Kinase,1
3R6X,A,Kinase,1
1E1X,A,Kinase,1
1H0W,A,Kinase,1
5N3L,A,Kinase,1
2ITY,A,Kinase,1
2GU8,A,Kinase,1
2UZO,A,Kinase,1
2B52,A,Kinase,1
4DH7,A,Kinase,1
1JAM,A,Kinase,1
4YXR,A,Kinase,1
3QU0,A,Kinase,1
4ACM,A,Kinase,1
5MHQ,A,Kinase,1
1URW,A,Kinase,1
3OVV,A,Kinase,1
4XW6,A,Kinase,1
5OQ5,A,Kinase,1
2B53,A,Kinase,1
3IDB,A,Kinase,1
3R7I,A,Kinase,1
4UJ9,A,Kinase,1
4OTD,A,Kinase,1
2EB3,A,Kinase,1
4XW5,A,Kinase,1
5OO0,A,Kinase,1
4M3Q,A,Kinase,1
5WIM,A,Kinase,1
3OOG,A,Kinase,1
3X2V,A,Kinase,1
3MVJ,A,Kinase,1
3RM6,A,Kinase,1
3QQL,A,Kinase,1
2ITT,A,Kinase,1
3RM7,A,Kinase,1
3QQJ,A,Kinase,1
4WB5,A,Kinase,1
3QX2,A,Kinase,1
2UVX,A,Kinase,1
1OIT,A,Kinase,1
5XGN,A,Kinase,1
3OW3,A,Kinase,1
3UNK,A,Kinase,1
5M0L,A,Kinase,1
2R3O,A,Kinase,1
5TTS,A,Kinase,1
1XH6,A,Kinase,1
6DB4,A,Kinase,1
2VTP,A,Kinase,1
3DNE,A,Kinase,1
5N3H,A,Kinase,1
4IB1,A,Kinase,1
4HVD,A,Kinase,1
1CDK,A,Kinase,1
2VO7,A,Kinase,1
4FKJ,A,Kinase,1
3LXK,A,Kinase,1
3DBQ,A,Kinase,1
2UVY,A,Kinase,1
2ITO,A,Kinase,1
1H08,A,Kinase,1
3NX8,A,Kinase,1
1H07,A,Kinase,1
1VEB,A,Kinase,1
3POO,A,Kinase,1
1FVR,A,Kinase,1
3QQG,A,Kinase,1
1LP4,A,Kinase,1
4IAZ,A,Kinase,1
1Q61,A,Kinase,1
5XDL,A,Kinase,1
1REJ,A,Kinase,1
3TI1,A,Kinase,1
5HG7,A,Kinase,1
4BBF,A,Kinase,1
3AGL,A,Kinase,1
5TTU,A,Kinase,1
1SVG,A,Kinase,1
2GNJ,A,Kinase,1
2ITP,A,Kinase,1
5N3Q,A,Kinase,1
1FVT,A,Kinase,1
6C7Y,A,Kinase,1
4LQM,A,Kinase,1
4FKW,A,Kinase,1
3IGG,A,Kinase,1
5N3P,A,Kinase,1
5GTZ,A,Kinase,1
5CAV,A,Kinase,1
2VTR,A,Kinase,1
1Y8Y,A,Kinase,1
4UJA,A,Kinase,1
3R7E,A,Kinase,1
5N1H,A,Kinase,1
4IB3,A,Kinase,1
2R3M,A,Kinase,1
5Y9T,A,Kinase,1
2PVH,A,Kinase,1
1RE8,A,Kinase,1
2GFC,A,Kinase,1
2V0D,A,Kinase,1
2C1B,A,Kinase,1
4IAK,A,Kinase,1
5N3T,A,Kinase,1
4UJ2,A,Kinase,1
1Q24,A,Kinase,1
2PVM,A,Kinase,1
1DM2,A,Kinase,1
5JEB,A,Kinase,1
5GNK,A,Kinase,1
1H01,A,Kinase,1
3QXO,A,Kinase,1
3RVG,A,Kinase,1
5JQ8,A,Kinase,1
4UJ1,A,Kinase,1
1SVE,A,Kinase,1
2UW8,A,Kinase,1
5OSJ,A,Kinase,1
2WQM,A,Kinase,1
3LXL,A,Kinase,1
2VTA,A,Kinase,1
2ITZ,A,Kinase,1
5N3M,A,Kinase,1
4HVH,A,Kinase,1
1XO2,B,Kinase,1
5BX6,A,Kinase,1
5TOZ,A,Kinase,1
2VNY,A,Kinase,1
5N1G,A,Kinase,1
1B38,A,Kinase,1
1MRU,A,Kinase,1
4O21,A,Kinase,1
4OTG,A,Kinase,1
5N1F,A,Kinase,1
3S2P,A,Kinase,1
2UW3,A,Kinase,1
5AEP,A,Kinase,1
5N3J,A,Kinase,1
5N3K,A,Kinase,1
4D0X,A,Kinase,1
4FKI,A,Kinase,1
5N3N,A,Kinase,1
2PVJ,A,Kinase,1
5BX7,A,Kinase,1
4IVA,A,Kinase,1
1DAW,A,Kinase,1
5IEY,A,Kinase,1
4LRM,A,Kinase,1
2VTL,A,Kinase,1
2R3H,A,Kinase,1
2ITV,A,Kinase,1
2UW0,A,Kinase,1
4DH8,A,Kinase,1
2QOH,A,Kinase,1
1XH7,A,Kinase,1
3LCT,A,Kinase,1
2VTQ,A,Kinase,1
3HA6,A,Kinase,1
2VNW,A,Kinase,1
4MH7,A,Kinase,1
4I5C,A,Kinase,1
6DB3,A,Kinase,1
4GFM,A,Kinase,1
1B39,A,Kinase,1
5N3G,A,Kinase,1
4BZD,A,Kinase,1
5UZK,A,Kinase,1
4QT1,A,Kinase,1
2GNL,A,Kinase,1
3ZC6,A,Kinase,1
2ITX,A,Kinase,1
2UW4,A,Kinase,1
4I6Q,A,Kinase,1
4IAC,A,Kinase,1
5TF9,A,Kinase,1
3GT8,A,Kinase,1
1DAY,A,Kinase,1
4BGH,A,Kinase,1
4Z84,A,Kinase,1
2VO3,A,Kinase,1
5IEX,A,Kinase,1
4KWP,A,Kinase,1
4IAF,A,Kinase,1
2W9Z,B,Kinase,1
2B54,A,Kinase,1
5N3I,A,Kinase,1
4F09,A,Kinase,1
3IO7,A,Kinase,1
2VO0,A,Kinase,1
5ANE,A,Kinase,1
4DH3,A,Kinase,1
1H0V,A,Kinase,1
2UW6,A,Kinase,1
6DA4,A,Kinase,1
3TJD,A,Kinase,1
4R5S,A,Kinase,1
4C37,A,Kinase,1
5E1E,A,Kinase,1
5H8G,A,Kinase,1
3AT4,A,Kinase,1
5TQ6,A,Kinase,1
4F08,A,Kinase,1
2VTT,A,Kinase,1
2PVN,A,Kinase,1
4ERW,A,Kinase,1
2UZT,A,Kinase,1
3ZO4,A,Kinase,1
2J5E,A,Kinase,1
2WQN,A,Kinase,1
4HVI,A,Kinase,1
2C1A,A,Kinase,1
4QPS,A,Kinase,1
4G5P,A,Kinase,1
5TQ7,A,Kinase,1
5TQ8,A,Kinase,1
5J5X,A,Kinase,1
5TTV,A,Kinase,1
2ITN,A,Kinase,1
1GZ8,A,Kinase,1
1XH9,A,Kinase,1
3UG1,A,Kinase,1
4LL0,A,Kinase,1
1XH4,A,Kinase,1
5WFJ,A,Kinase,1
4WKQ,A,Kinase,1
2E2B,A,Kinase,1
1XH5,A,Kinase,1
2ITU,A,Kinase,1
1M2Q,A,Kinase,1
4D0W,A,Kinase,1
3X2W,A,Kinase,1
3IDC,A,Kinase,1
3QTW,A,Kinase,1
4LI5,A,Kinase,1
4DH1,A,Kinase,1
4HVG,A,Kinase,1
5EM7,A,Kinase,1
5KHW,A,Kinase,1
2GNF,A,Kinase,1
3KRR,A,Kinase,1
4DH5,A,Kinase,1
4IE9,A,Kinase,1
2W99,B,Kinase,1
3X2U,A,Kinase,1
1ZOH,A,Kinase,1
4IAY,A,Kinase,1
3TJC,A,Kinase,1
2JDS,A,Kinase,1
4C38,A,Kinase,1
2UW7,A,Kinase,1
1SVH,A,Kinase,1
5IZF,A,Kinase,1
1Y91,A,Kinase,1
1G3N,A,Kinase,1
4YFI,A,Kinase,1
1IEP,A,Kinase,1
4XW4,A,Kinase,1
3FUP,A,Kinase,1
4DIN,A,Kinase,1
4KD1,A,Kinase,1
4YTI,A,Kinase,1
3PE1,A,Kinase,1
2VTM,A,Kinase,1
6DBN,A,Kinase,1
5N3R,A,Kinase,1
5CXH,A,Kinase,1
3IKA,A,Kinase,1
2W05,A,Kinase,1
4RJ3,A,Kinase,1
2GNH,A,Kinase,1
4P7E,A,Kinase,1
5XDK,A,Kinase,1
3Q9W,A,Kinase,1
3ZMM,A,Kinase,1
1Q8T,A,Kinase,1
4YTC,A,Kinase,1
6QS5,A,Kinase,1
3MB7,A,Kinase,1
5B0X,A,Kinase,1
2JDV,A,Kinase,1
3R1Y,A,Kinase,1
2GNI,A,Kinase,1
5CU6,A,Kinase,1
1G5S,A,Kinase,1
3IOK,A,Kinase,1
5HG9,A,Kinase,1
3ZEP,A,Kinase,1
5VHB,A,Kinase,1
4K6Z,A,Kinase,1
3R0T,A,Kinase,1
2JDT,A,Kinase,1
5OTI,A,Kinase,1
3ORL,A,Kinase,1
4YTF,A,Kinase,1
5FEQ,A,Kinase,1
3U4U,A,Kinase,1
4YXS,A,Kinase,1
5OUM,A,Kinase,1
5UY6,A,Kinase,1
3UG2,A,Kinase,1
4C36,A,Kinase,1
3LE6,A,Kinase,1
1FPU,A,Kinase,1
4AQC,A,Kinase,1
2ITW,A,Kinase,1
5DE2,A,Kinase,1
3Q04,A,Kinase,1
5UGC,A,Kinase,1
4YTH,A,Kinase,1
3ZO1,A,Kinase,1
2PVR,A,Kinase,1
4E6D,A,Kinase,1
3ZO2,A,Kinase,1
4DGN,A,Kinase,1
3PJ8,A,Kinase,1
2VTO,A,Kinase,1
4ANM,A,Kinase,1
5HG8,A,Kinase,1
3KKV,A,Kinase,1
5U8L,A,Kinase,1
3AGM,A,Kinase,1
5IEV,A,Kinase,1
4RJ5,A,Kinase,1
3WOW,A,Kinase,1
5C8N,A,Kinase,1
3VQH,A,Kinase,1
4DGM,A,Kinase,1
3LPB,A,Kinase,1
5HIB,A,Kinase,1
5TQ5,A,Kinase,1
5CZH,A,Kinase,1
1UNH,A,Kinase,1
3LM5,A,Kinase,1
5JQ5,A,Kinase,1
5C8K,A,Kinase,1
3DND,A,Kinase,1
1XH8,A,Kinase,1
4TTH,B,Kinase,1
4C62,A,Kinase,1
3ORM,A,Kinase,1
4O22,A,Kinase,1
3VJO,A,Kinase,1
2W17,A,Kinase,1
6BXI,A,Kinase,1
5WE8,A,Kinase,1
3ZO3,A,Kinase,1
4C33,A,Kinase,1
4RJ6,A,Kinase,1
4GUB,A,Kinase,1
4GRB,A,Kinase,1
5EM8,A,Kinase,1
4C61,A,Kinase,1
2OXD,A,Kinase,1
5UGA,A,Kinase,1
3WIK,A,Kinase,1
1M2R,A,Kinase,1
4HGE,A,Kinase,1
2QC6,A,Kinase,1
1A06,A,Kinase,1
5J9Y,A,Kinase,1
5CF6,A,Kinase,1
4J53,A,Kinase,1
5MOH,A,Kinase,1
5CAS,A,Kinase,1
3L9N,A,Kinase,1
1BX6,A,Kinase,1
3PZH,A,Kinase,1
1LPU,A,Kinase,1
3PE2,A,Kinase,1
4K77,A,Kinase,1
3P0M,A,Kinase,1
2OXX,A,Kinase,1
5OO3,A,Kinase,1
5TS8,A,Kinase,1
5N23,A,Kinase,1
3KK9,A,Kinase,1
