protein,chain,group,group1
1QRM,A,CA,0
1THJ,A,CA,0
3OTM,A,CA,0
3OTZ,A,CA,0
3OU9,A,CA,0
3OUP,A,CA,0
3OW5,A,CA,0
4YF4,A,CA,0
4YF5,A,CA,0
4YF6,A,CA,0
1YM3,A,CA,0
5BQ1,A,CA,0
5JJ8,A,CA,0
6D2J,A,CA,0
6D2M,A,CA,0
6D2N,A,CA,0
6D2O,A,CA,0
4RXY,A,CA,0
5HPJ,A,CA,0
6EKI,A,CA,0
6IM1,A,CA,0
6IM3,A,CA,0
1DDZ,A,CA,0
1FLJ,A,CA,0
3EYX,A,CA,0
3QY1,A,CA,0
6QQM,A,CA,0
3LAS,A,CA,0
4O1K,A,CA,0
4G7A,A,CA,0
4C3T,A,CA,0
4UOV,A,CA,0
4COQ,A,CA,0
3KWD,A,CA,0
3KWE,A,CA,0
6Y04,A,CA,0
5CXK,A,CA,0
1FQN,A,CA,0
1FSN,A,CA,0
1HVA,A,CA,0
1ZSA,A,CA,0
2CBE,A,CA,0
1Q0S,A,MTase,1
1Q0T,A,MTase,1
1YF3,A,MTase,1
1YFJ,A,MTase,1
1YFL,A,MTase,1
2DPM,A,MTase,1
2ORE,D,MTase,1
4GBE,D,MTase,1
4GOL,D,MTase,1
4GOM,D,MTase,1
4GON,D,MTase,1
4GOO,D,MTase,1
4RTJ,A,MTase,1
4RTK,A,MTase,1
4RTL,A,MTase,1
4RTM,A,MTase,1
4RTN,A,MTase,1
4RTO,A,MTase,1
4RTP,A,MTase,1
4RTQ,A,MTase,1
4RTR,A,MTase,1
4RTS,A,MTase,1
10MH,A,MTase,1
1DCT,A,MTase,1
1FJX,A,MTase,1
1G55,A,MTase,1
1HMY,A,MTase,1
1M0E,A,MTase,1
1MHT,A,MTase,1
1SKM,A,MTase,1
1SVU,A,MTase,1
2C7O,A,MTase,1
2C7P,A,MTase,1
2C7Q,A,MTase,1
2C7R,A,MTase,1
2HMY,B,MTase,1
2HR1,A,MTase,1
2I9K,A,MTase,1
2UYC,A,MTase,1
2UYH,A,MTase,1
2UZ4,A,MTase,1
2Z6A,A,MTase,1
2Z6Q,A,MTase,1
2Z6U,A,MTase,1
2ZCJ,A,MTase,1
3EEO,A,MTase,1
3G7U,A,MTase,1
3LX6,A,MTase,1
3ME5,A,MTase,1
3MHT,A,MTase,1
3PT9,A,MTase,1
3QV2,A,MTase,1
3UBT,A,MTase,1
4DA4,A,MTase,1
4DKJ,A,MTase,1
4H0N,A,MTase,1
4MHT,A,MTase,1
5CIY,A,MTase,1
5GUT,A,MTase,1
5GUV,A,MTase,1
5LOD,A,MTase,1
5MHT,A,MTase,1
6FDF,A,MTase,1
6MHT,A,MTase,1
6W8V,A,MTase,1
6W8W,A,MTase,1
7MHT,A,MTase,1
8MHT,A,MTase,1
9MHT,A,MTase,1
3MEK,A,MTase,1
3OXF,A,MTase,1
3OXG,A,MTase,1
3OXL,A,MTase,1
3PDN,A,MTase,1
3QWP,A,MTase,1
3QWV,A,MTase,1
3QWW,A,MTase,1
3RIB,A,MTase,1
3RU0,A,MTase,1
3S7B,A,MTase,1
3S7D,A,MTase,1
3S7F,A,MTase,1
3S7J,A,MTase,1
3TG4,A,MTase,1
3TG5,A,MTase,1
4O6F,A,MTase,1
4WUY,A,MTase,1
4YND,A,MTase,1
5ARF,A,MTase,1
5ARG,A,MTase,1
5CCL,A,MTase,1
5CCM,A,MTase,1
5EX0,A,MTase,1
5EX3,A,MTase,1
5HI7,A,MTase,1
5HQ8,A,MTase,1
5KJK,A,MTase,1
5KJL,A,MTase,1
5KJM,A,MTase,1
5KJN,A,MTase,1
5V37,A,MTase,1
5V3H,A,MTase,1
5WCG,A,MTase,1
5XXD,A,MTase,1
5XXG,A,MTase,1
5XXJ,A,MTase,1
5YJO,A,MTase,1
6CBX,A,MTase,1
6CBY,A,MTase,1
6IJL,A,MTase,1
6MON,A,MTase,1
6N3G,A,MTase,1
6O9O,A,MTase,1
6P6G,A,MTase,1
6P6K,A,MTase,1
6P7Z,A,MTase,1
6PAF,A,MTase,1
1F3L,A,MTase,1
1G6Q,1,MTase,1
1OR8,A,MTase,1
1ORH,A,MTase,1
1ORI,A,MTase,1
2FYT,A,MTase,1
2V7E,A,MTase,1
2Y1W,A,MTase,1
2Y1X,A,MTase,1
3B3F,A,MTase,1
3B3G,A,MTase,1
3B3J,A,MTase,1
3Q7E,A,MTase,1
3R0Q,A,MTase,1
3SMQ,A,MTase,1
3WST,A,MTase,1
3X0D,A,MTase,1
4C03,A,MTase,1
4C04,A,MTase,1
4C05,A,MTase,1
4C06,A,MTase,1
4C07,A,MTase,1
4C08,A,MTase,1
4C4A,A,MTase,1
4GQB,A,MTase,1
4HC4,A,MTase,1
4HSG,A,MTase,1
4IKP,A,MTase,1
4M36,A,MTase,1
4M37,A,MTase,1
4M38,A,MTase,1
4QPP,A,MTase,1
4QQK,A,MTase,1
4QQN,A,MTase,1
4RYL,A,MTase,1
4X41,A,MTase,1
4X60,A,MTase,1
4X61,A,MTase,1
4X63,A,MTase,1
4Y2H,A,MTase,1
4Y30,A,MTase,1
5C9Z,A,MTase,1
5DST,A,MTase,1
5DWQ,A,MTase,1
5DX0,A,MTase,1
5DX1,A,MTase,1
5DX8,A,MTase,1
5DXA,A,MTase,1
5DXJ,A,MTase,1
5E8R,A,MTase,1
5EGS,A,MTase,1
5EKU,A,MTase,1
5EMJ,A,MTase,1
5EMK,A,MTase,1
5EML,A,MTase,1
5EMM,A,MTase,1
5FA5,A,MTase,1
5FQN,A,MTase,1
5FQO,A,MTase,1
5FUB,A,MTase,1
5FUL,A,MTase,1
5FWA,A,MTase,1
5FWD,A,MTase,1
5G02,A,MTase,1
5HZM,A,MTase,1
5IH3,A,MTase,1
5IS6,A,MTase,1
5IS7,A,MTase,1
5IS8,A,MTase,1
5IS9,A,MTase,1
5ISA,A,MTase,1
5ISB,A,MTase,1
5ISC,A,MTase,1
5ISD,A,MTase,1
5ISE,A,MTase,1
5ISF,A,MTase,1
5ISG,A,MTase,1
5ISH,A,MTase,1
5ISI,A,MTase,1
5JMQ,A,MTase,1
5K8V,A,MTase,1
5K8W,A,MTase,1
5K8X,A,MTase,1
5LGP,A,MTase,1
5LGQ,A,MTase,1
5LGR,A,MTase,1
5LGS,A,MTase,1
5LKJ,A,MTase,1
5LV2,A,MTase,1
5LV3,A,MTase,1
5LV4,A,MTase,1
5LV5,A,MTase,1
5NTC,A,MTase,1
5TBH,A,MTase,1
5TBI,A,MTase,1
5TBJ,A,MTase,1
5U4X,A,MTase,1
5WCF,A,MTase,1
6ARJ,A,MTase,1
6ARV,A,MTase,1
6CKC,A,MTase,1
6D2L,A,MTase,1
6DVR,A,MTase,1
6IZQ,A,MTase,1
6K1S,A,MTase,1
6NT2,A,MTase,1
6OGN,A,MTase,1
6P7I,A,MTase,1
6PDM,A,MTase,1
6RLL,A,MTase,1
6S70,A,MTase,1
6S71,A,MTase,1
6S74,A,MTase,1
6S77,A,MTase,1
6S79,A,MTase,1
6S7A,A,MTase,1
6S7B,A,MTase,1
6S7C,A,MTase,1
6SQ3,A,MTase,1
6SQ4,A,MTase,1
6SQH,A,MTase,1
6SQI,A,MTase,1
6SQK,A,MTase,1
6UGH,A,MTase,1
6UXX,A,MTase,1
6UXY,A,MTase,1
6V0N,A,MTase,1
6V0O,A,MTase,1
6V0P,A,MTase,1
6W6D,A,MTase,1
6WAD,A,MTase,1
2XYQ,A,MTase,1
2XYR,A,MTase,1
2XYV,A,MTase,1
3R24,A,MTase,1
5YN5,A,MTase,1
5YN6,A,MTase,1
5YN8,A,MTase,1
5YNB,A,MTase,1
5YNF,A,MTase,1
5YNI,A,MTase,1
5YNJ,A,MTase,1
5YNM,A,MTase,1
5YNN,A,MTase,1
5YNO,A,MTase,1
5YNP,A,MTase,1
5YNQ,A,MTase,1
6W4H,A,MTase,1
6W61,A,MTase,1
6W75,A,MTase,1
6WJT,A,MTase,1
6WKQ,A,MTase,1
6WQ3,A,MTase,1
6WRZ,A,MTase,1
6WVN,A,MTase,1
6XKM,A,MTase,1
6YZ1,A,MTase,1
7BQ7,A,MTase,1
7C2I,A,MTase,1
7C2J,A,MTase,1
7JHE,A,MTase,1
7JIB,A,MTase,1
7JPE,A,MTase,1
1TW2,A,MTase,1
1TW3,A,MTase,1
1ZG3,A,MTase,1
1ZGA,A,MTase,1
1ZGJ,A,MTase,1
1ZHF,A,MTase,1
2IP2,A,MTase,1
2QYO,A,MTase,1
3GWZ,A,MTase,1
3GXO,A,MTase,1
3I53,A,MTase,1
3I58,A,MTase,1
3I5U,A,MTase,1
3I64,A,MTase,1
3LST,A,MTase,1
3P9C,A,MTase,1
3P9I,A,MTase,1
3P9K,A,MTase,1
3REO,A,MTase,1
3TKY,A,MTase,1
4EMS,A,MTase,1
4EVI,A,MTase,1
4PGG,A,MTase,1
4PGH,A,MTase,1
4WXH,A,MTase,1
4Z2Y,A,MTase,1
5CVJ,A,MTase,1
5CVU,A,MTase,1
5CVV,A,MTase,1
5EEG,A,MTase,1
5EEH,A,MTase,1
5JR3,A,MTase,1
5XOH,A,MTase,1
6CLW,A,MTase,1
6CLX,A,MTase,1
6I5Q,A,MTase,1
6I5Z,A,MTase,1
6I6K,A,MTase,1
6I6L,A,MTase,1
6I6M,A,MTase,1
6I6N,A,MTase,1
6I70,A,MTase,1
6I71,A,MTase,1
6I72,A,MTase,1
6I73,A,MTase,1
6YJW,A,MTase,1
1OY5,A,MTase,1
1P9P,A,MTase,1
1UAJ,A,MTase,1
1UAK,A,MTase,1
1UAL,A,MTase,1
3AXZ,A,MTase,1
3IEF,A,MTase,1
3KNU,A,MTase,1
3QUV,A,MTase,1
4H3Y,A,MTase,1
4H3Z,A,MTase,1
4MCB,A,MTase,1
4MCC,A,MTase,1
4MCD,A,MTase,1
4YPW,A,MTase,1
4YPX,A,MTase,1
4YPY,A,MTase,1
4YPZ,A,MTase,1
4YQ0,A,MTase,1
4YQ1,A,MTase,1
4YQ2,A,MTase,1
4YQ3,A,MTase,1
4YQ4,A,MTase,1
4YQ5,A,MTase,1
4YQ6,A,MTase,1
4YQ7,A,MTase,1
4YQ8,A,MTase,1
4YQ9,A,MTase,1
4YQA,A,MTase,1
4YQB,A,MTase,1
4YQC,A,MTase,1
4YQD,A,MTase,1
4YQG,A,MTase,1
4YQI,A,MTase,1
4YQJ,A,MTase,1
4YQK,A,MTase,1
4YQL,A,MTase,1
4YQN,A,MTase,1
4YQO,A,MTase,1
4YQP,A,MTase,1
4YQQ,A,MTase,1
4YQR,A,MTase,1
4YQS,A,MTase,1
4YQT,A,MTase,1
4YVG,A,MTase,1
4YVH,A,MTase,1
4YVI,A,MTase,1
4YVJ,A,MTase,1
4YVK,A,MTase,1
5D9F,A,MTase,1
5WYQ,A,MTase,1
5WYR,A,MTase,1
5ZHI,A,MTase,1
5ZHJ,A,MTase,1
5ZHK,A,MTase,1
5ZHL,A,MTase,1
5ZHM,A,MTase,1
5ZHN,A,MTase,1
6AFK,A,MTase,1
6JKI,A,MTase,1
6JOE,A,MTase,1
6JOF,A,MTase,1
6NVR,A,MTase,1
6NW6,A,MTase,1
6NW7,A,MTase,1
6QO2,A,MTase,1
6QO3,A,MTase,1
6QO4,A,MTase,1
6QO6,A,MTase,1
6QOA,A,MTase,1
6QOC,A,MTase,1
6QOD,A,MTase,1
6QOE,A,MTase,1
6QOF,A,MTase,1
6QOG,A,MTase,1
6QOH,A,MTase,1
6QOI,A,MTase,1
6QOJ,A,MTase,1
6QOK,A,MTase,1
6QOL,A,MTase,1
6QOM,A,MTase,1
6QON,A,MTase,1
6QOO,A,MTase,1
6QOP,A,MTase,1
6QOQ,A,MTase,1
6QOR,A,MTase,1
6QOS,A,MTase,1
6QOT,A,MTase,1
6QOU,A,MTase,1
6QOV,A,MTase,1
6QOW,A,MTase,1
6QOX,A,MTase,1
6QQQ,A,MTase,1
6QQR,A,MTase,1
6QQS,A,MTase,1
6QQT,A,MTase,1
6QQU,A,MTase,1
6QQV,A,MTase,1
6QQW,A,MTase,1
6QQX,A,MTase,1
6QQY,A,MTase,1
6QQZ,A,MTase,1
6QR0,A,MTase,1
6QR1,A,MTase,1
6QR2,A,MTase,1
6QR3,A,MTase,1
6QR4,A,MTase,1
6QR5,A,MTase,1
6QR6,A,MTase,1
6QR7,A,MTase,1
6QR8,A,MTase,1
6QR9,A,MTase,1
6QRA,A,MTase,1
6QRB,A,MTase,1
6QRC,A,MTase,1
6QRD,A,MTase,1
6QRE,A,MTase,1
6QRF,A,MTase,1
6QRG,A,MTase,1
6UEV,A,MTase,1
6W14,A,MTase,1
6W15,A,MTase,1
7KFF,A,MTase,1
1L9K,A,MTase,1
1R6A,A,MTase,1
2OXT,A,MTase,1
2OY0,A,MTase,1
2P1D,A,MTase,1
2P3L,A,MTase,1
2P3O,A,MTase,1
2P3Q,A,MTase,1
2P40,A,MTase,1
2P41,A,MTase,1
2PX2,A,MTase,1
2PX4,A,MTase,1
2PX5,A,MTase,1
2PX8,A,MTase,1
2PXA,A,MTase,1
2PXC,A,MTase,1
2WA1,A,MTase,1
2WA2,A,MTase,1
2XBM,A,MTase,1
3ELD,A,MTase,1
3ELU,A,MTase,1
3ELW,A,MTase,1
3ELY,A,MTase,1
3EMB,A,MTase,1
3EMD,A,MTase,1
3EVA,A,MTase,1
3EVB,A,MTase,1
3EVC,A,MTase,1
3EVD,A,MTase,1
3EVE,A,MTase,1
3EVF,A,MTase,1
3EVG,A,MTase,1
3GCZ,A,MTase,1
3LKZ,A,MTase,1
3P8Z,A,MTase,1
3P97,A,MTase,1
4CTJ,A,MTase,1
4CTK,A,MTase,1
4K6M,A,MTase,1
4R05,A,MTase,1
4R8R,A,MTase,1
4R8S,A,MTase,1
5CUQ,A,MTase,1
5E9Q,A,MTase,1
5EC8,A,MTase,1
5EHG,A,MTase,1
5EHI,A,MTase,1
5EIF,A,MTase,1
5EIW,A,MTase,1
5EKX,A,MTase,1
5GOZ,A,MTase,1
5GP1,A,MTase,1
5IKM,A,MTase,1
5JJR,A,MTase,1
5JJS,A,MTase,1
5KQR,A,MTase,1
5KQS,A,MTase,1
5M2X,A,MTase,1
5M2Z,A,MTase,1
5M5B,A,MTase,1
5MRK,A,MTase,1
5NJU,A,MTase,1
5NJV,A,MTase,1
5TFR,A,MTase,1
5TMH,A,MTase,1
5U0B,A,MTase,1
5ULP,A,MTase,1
5VIM,A,MTase,1
5WXB,A,MTase,1
5WZ1,A,MTase,1
5WZ2,A,MTase,1
5ZQK,A,MTase,1
6I7P,A,MTase,1
6KR2,A,MTase,1
6KR3,A,MTase,1
6QSN,A,MTase,1
2PI4,A,Polymerase,2
2PI5,A,Polymerase,2
1S77,D,Polymerase,2
1S76,D,Polymerase,2
1S0V,A,Polymerase,2
1MSW,D,Polymerase,2
4RNP,A,Polymerase,2
1CEZ,A,Polymerase,2
1QLN,A,Polymerase,2
1H38,A,Polymerase,2
1ARO,P,Polymerase,2
3E2E,A,Polymerase,2
3E3J,B,Polymerase,2
1D8Y,A,Polymerase,2
1D9D,A,Polymerase,2
1D9F,A,Polymerase,2
1DPI,A,Polymerase,2
1KFD,A,Polymerase,2
1KFS,A,Polymerase,2
1KLN,A,Polymerase,2
1KRP,A,Polymerase,2
1KSP,A,Polymerase,2
1QSL,A,Polymerase,2
2KFN,A,Polymerase,2
2KFZ,A,Polymerase,2
2KZM,A,Polymerase,2
2KZZ,A,Polymerase,2
1SKR,A,Polymerase,2
1SKS,A,Polymerase,2
1SKW,A,Polymerase,2
1SL0,A,Polymerase,2
1SL1,A,Polymerase,2
1SL2,A,Polymerase,2
1T7P,A,Polymerase,2
1T8E,A,Polymerase,2
1TK0,A,Polymerase,2
1TK5,A,Polymerase,2
1TK8,A,Polymerase,2
1TKD,A,Polymerase,2
1X9M,A,Polymerase,2
1X9S,A,Polymerase,2
1X9W,A,Polymerase,2
1ZYQ,A,Polymerase,2
2AJQ,A,Polymerase,2
5IKN,A,Polymerase,2
6P7E,A,Polymerase,2
3TAN,A,Polymerase,2
3TAP,A,Polymerase,2
3TAQ,A,Polymerase,2
3TAR,A,Polymerase,2
3THV,A,Polymerase,2
3TI0,A,Polymerase,2
3PV8,A,Polymerase,2
3PX0,A,Polymerase,2
3PX4,A,Polymerase,2
3PX6,A,Polymerase,2
4DQI,A,Polymerase,2
4DQP,A,Polymerase,2
4DQQ,A,Polymerase,2
4DQR,A,Polymerase,2
4DQS,A,Polymerase,2
4DS4,A,Polymerase,2
4DS5,A,Polymerase,2
4DSE,A,Polymerase,2
4DSF,A,Polymerase,2
4E0D,A,Polymerase,2
4EZ6,A,Polymerase,2
4EZ9,A,Polymerase,2
4F2R,A,Polymerase,2
4F2S,A,Polymerase,2
4F3O,A,Polymerase,2
4F4K,A,Polymerase,2
4F8R,A,Polymerase,2
1L3S,A,Polymerase,2
1L3T,A,Polymerase,2
1L3U,A,Polymerase,2
1L3V,A,Polymerase,2
1L5U,A,Polymerase,2
1LV5,A,Polymerase,2
1NJW,A,Polymerase,2
1NJX,A,Polymerase,2
1NJY,A,Polymerase,2
1NJZ,A,Polymerase,2
1NK0,A,Polymerase,2
1NK4,A,Polymerase,2
1NK5,A,Polymerase,2
1NK6,A,Polymerase,2
1NK7,A,Polymerase,2
1NK8,A,Polymerase,2
1NK9,A,Polymerase,2
1NKB,A,Polymerase,2
1NKC,A,Polymerase,2
1NKE,A,Polymerase,2
1U45,A,Polymerase,2
1U47,A,Polymerase,2
1U48,A,Polymerase,2
1U49,A,Polymerase,2
1U4B,A,Polymerase,2
1UA0,A,Polymerase,2
1UA1,A,Polymerase,2
1XWL,A,Polymerase,2
2BDP,A,Polymerase,2
2HHQ,A,Polymerase,2
2HHS,A,Polymerase,2
2HHT,A,Polymerase,2
2HHU,A,Polymerase,2
2HHV,A,Polymerase,2
2HHW,A,Polymerase,2
2HHX,A,Polymerase,2
2HVH,A,Polymerase,2
2HVI,A,Polymerase,2
2HW3,A,Polymerase,2
2XO7,A,Polymerase,2
2XY5,A,Polymerase,2
2XY6,A,Polymerase,2
2XY7,A,Polymerase,2
2Y1I,A,Polymerase,2
2Y1J,A,Polymerase,2
3BDP,A,Polymerase,2
3HP6,A,Polymerase,2
3HPO,A,Polymerase,2
3HT3,A,Polymerase,2
4B9L,A,Polymerase,2
4B9M,A,Polymerase,2
4B9N,A,Polymerase,2
4B9S,A,Polymerase,2
4B9T,A,Polymerase,2
4B9U,A,Polymerase,2
4B9V,A,Polymerase,2
4BDP,A,Polymerase,2
4DSI,A,Polymerase,2
4DSJ,A,Polymerase,2
4DSK,A,Polymerase,2
4DSL,A,Polymerase,2
4DWI,A,Polymerase,2
4O0I,A,Polymerase,2
4UQG,A,Polymerase,2
4YFU,A,Polymerase,2
6DSU,A,Polymerase,2
6DSV,A,Polymerase,2
6DSW,A,Polymerase,2
6DSX,A,Polymerase,2
6DSY,A,Polymerase,2
6MU4,A,Polymerase,2
6MU5,A,Polymerase,2
6P5C,A,Polymerase,2
6UR2,A,Polymerase,2
6UR4,A,Polymerase,2
6UR9,A,Polymerase,2
6US5,A,Polymerase,2
1JXE,A,Polymerase,2
1KTQ,A,Polymerase,2
1QSS,A,Polymerase,2
1QSY,A,Polymerase,2
1QTM,A,Polymerase,2
1TAQ,A,Polymerase,2
1TAU,A,Polymerase,2
2KTQ,A,Polymerase,2
3KTQ,A,Polymerase,2
3LWL,A,Polymerase,2
3LWM,A,Polymerase,2
3M8R,A,Polymerase,2
3M8S,A,Polymerase,2
3OJS,A,Polymerase,2
3OJU,A,Polymerase,2
3PO4,A,Polymerase,2
3PO5,A,Polymerase,2
3PY8,A,Polymerase,2
3RR7,A,Polymerase,2
3RR8,A,Polymerase,2
3RRG,A,Polymerase,2
3RRH,A,Polymerase,2
3RTV,A,Polymerase,2
3SV3,A,Polymerase,2
3SV4,A,Polymerase,2
3SYZ,A,Polymerase,2
3SZ2,A,Polymerase,2
3T3F,A,Polymerase,2
4BWJ,A,Polymerase,2
4BWM,A,Polymerase,2
4C8K,A,Polymerase,2
4C8L,A,Polymerase,2
4C8M,A,Polymerase,2
4C8N,A,Polymerase,2
4C8O,A,Polymerase,2
4CCH,A,Polymerase,2
4DF4,A,Polymerase,2
4DF8,A,Polymerase,2
4DFJ,A,Polymerase,2
4DFK,A,Polymerase,2
4DFM,A,Polymerase,2
4DFP,A,Polymerase,2
4DLE,A,Polymerase,2
4DLG,A,Polymerase,2
4ELT,A,Polymerase,2
4ELU,A,Polymerase,2
4ELV,A,Polymerase,2
4KTQ,A,Polymerase,2
4N56,A,Polymerase,2
4N5S,A,Polymerase,2
4XIU,A,Polymerase,2
5KTQ,A,Polymerase,2
5NKL,A,Polymerase,2
5O7T,A,Polymerase,2
5OXJ,A,Polymerase,2
5SZT,A,Polymerase,2
5W6K,A,Polymerase,2
5W6Q,A,Polymerase,2
5YTC,A,Polymerase,2
5YTD,A,Polymerase,2
5YTE,A,Polymerase,2
5YTF,A,Polymerase,2
5YTG,A,Polymerase,2
5YTH,A,Polymerase,2
5Z3N,A,Polymerase,2
6FBC,A,Polymerase,2
6FBD,A,Polymerase,2
6FBE,A,Polymerase,2
6FBF,A,Polymerase,2
6FBG,A,Polymerase,2
6FBH,A,Polymerase,2
6FBI,A,Polymerase,2
6Q4U,A,Polymerase,2
6Q4V,A,Polymerase,2
1BQM,A,Polymerase,2
1BQN,A,Polymerase,2
1C0T,A,Polymerase,2
1C0U,A,Polymerase,2
1C1B,A,Polymerase,2
1C1C,A,Polymerase,2
1DLO,A,Polymerase,2
1DTQ,A,Polymerase,2
1DTT,A,Polymerase,2
1EET,A,Polymerase,2
1EP4,A,Polymerase,2
1FK9,A,Polymerase,2
1FKO,A,Polymerase,2
1HMV,A,Polymerase,2
1HNI,A,Polymerase,2
1HNV,A,Polymerase,2
1HPZ,A,Polymerase,2
1HQE,A,Polymerase,2
1HQU,A,Polymerase,2
1IKV,A,Polymerase,2
1IKW,A,Polymerase,2
1IKX,A,Polymerase,2
1IKY,A,Polymerase,2
1J5O,A,Polymerase,2
1JKH,A,Polymerase,2
1JLA,A,Polymerase,2
1JLE,A,Polymerase,2
1JLF,A,Polymerase,2
1JLG,A,Polymerase,2
1JLQ,A,Polymerase,2
1KLM,A,Polymerase,2
1LW2,A,Polymerase,2
1LWC,A,Polymerase,2
1LWF,A,Polymerase,2
1QE1,A,Polymerase,2
1REV,A,Polymerase,2
1RT1,A,Polymerase,2
1RT2,A,Polymerase,2
1RT3,A,Polymerase,2
1RT4,A,Polymerase,2
1RT5,A,Polymerase,2
1RT6,A,Polymerase,2
1RT7,A,Polymerase,2
1RTH,A,Polymerase,2
1RTI,A,Polymerase,2
1RTJ,A,Polymerase,2
1S1T,A,Polymerase,2
1S1U,A,Polymerase,2
1S1V,A,Polymerase,2
1S1W,A,Polymerase,2
1S1X,A,Polymerase,2
1S6P,A,Polymerase,2
1S6Q,A,Polymerase,2
1S9E,A,Polymerase,2
1S9G,A,Polymerase,2
1SUQ,A,Polymerase,2
1SV5,A,Polymerase,2
1TKT,A,Polymerase,2
1TKX,A,Polymerase,2
1TKZ,A,Polymerase,2
1TL1,A,Polymerase,2
1TL3,A,Polymerase,2
1TV6,A,Polymerase,2
1TVR,A,Polymerase,2
1UWB,A,Polymerase,2
1VRT,A,Polymerase,2
1VRU,A,Polymerase,2
2B5J,A,Polymerase,2
2B6A,A,Polymerase,2
2BAN,A,Polymerase,2
2BE2,A,Polymerase,2
2HMI,A,Polymerase,2
2HND,A,Polymerase,2
2HNZ,A,Polymerase,2
2I5J,A,Polymerase,2
2IAJ,A,Polymerase,2
2IC3,A,Polymerase,2
2JLE,A,Polymerase,2
2OPP,A,Polymerase,2
2OPR,A,Polymerase,2
2OPS,A,Polymerase,2
2RKI,A,Polymerase,2
2VG5,A,Polymerase,2
2VG6,A,Polymerase,2
2VG7,A,Polymerase,2
2WOM,A,Polymerase,2
2WON,A,Polymerase,2
2YKM,A,Polymerase,2
2YNF,A,Polymerase,2
2YNH,A,Polymerase,2
2YNI,A,Polymerase,2
2ZD1,A,Polymerase,2
3BGR,A,Polymerase,2
3C6T,A,Polymerase,2
3C6U,A,Polymerase,2
3DI6,A,Polymerase,2
3DLE,A,Polymerase,2
3DLG,A,Polymerase,2
3DM2,A,Polymerase,2
3DMJ,A,Polymerase,2
3DOK,A,Polymerase,2
3DOL,A,Polymerase,2
3DRP,A,Polymerase,2
3DRR,A,Polymerase,2
3DRS,A,Polymerase,2
3DYA,A,Polymerase,2
3FFI,A,Polymerase,2
3HVT,A,Polymerase,2
3I0R,A,Polymerase,2
3I0S,A,Polymerase,2
3IG1,A,Polymerase,2
3IRX,A,Polymerase,2
3IS9,A,Polymerase,2
3ISN,C,Polymerase,2
3ITH,A,Polymerase,2
3JYT,A,Polymerase,2
3KJV,A,Polymerase,2
3KK1,A,Polymerase,2
3KK2,A,Polymerase,2
3KK3,A,Polymerase,2
3KLE,A,Polymerase,2
3KLF,A,Polymerase,2
3KLG,A,Polymerase,2
3KLH,A,Polymerase,2
3KLI,A,Polymerase,2
3LAK,A,Polymerase,2
3LAL,A,Polymerase,2
3LAM,A,Polymerase,2
3LAN,A,Polymerase,2
3LP0,A,Polymerase,2
3LP1,A,Polymerase,2
3M8P,A,Polymerase,2
3M8Q,A,Polymerase,2
3MEC,A,Polymerase,2
3MED,A,Polymerase,2
3MEE,A,Polymerase,2
3MEG,A,Polymerase,2
3NBP,A,Polymerase,2
3QIP,A,Polymerase,2
3QO9,A,Polymerase,2
3T19,A,Polymerase,2
3T1A,A,Polymerase,2
3TAM,A,Polymerase,2
3V4I,A,Polymerase,2
3V81,A,Polymerase,2
4B3O,A,Polymerase,2
4B3P,A,Polymerase,2
4B3Q,A,Polymerase,2
4G1Q,A,Polymerase,2
4H4M,A,Polymerase,2
4H4O,A,Polymerase,2
4HKQ,A,Polymerase,2
4I2P,A,Polymerase,2
4I2Q,A,Polymerase,2
4I7F,A,Polymerase,2
4ICL,A,Polymerase,2
4ID5,A,Polymerase,2
4IDK,A,Polymerase,2
4IFV,A,Polymerase,2
4IFY,A,Polymerase,2
4IG0,A,Polymerase,2
4IG3,A,Polymerase,2
4KFB,A,Polymerase,2
4KKO,A,Polymerase,2
4KO0,A,Polymerase,2
4KV8,A,Polymerase,2
4LSL,A,Polymerase,2
4LSN,A,Polymerase,2
4MFB,A,Polymerase,2
4MH8,A,Polymerase,2
4NCG,A,Polymerase,2
4O44,A,Polymerase,2
4PQU,A,Polymerase,2
4PUO,A,Polymerase,2
4PWD,A,Polymerase,2
4Q0B,A,Polymerase,2
4R5P,A,Polymerase,2
4RW4,A,Polymerase,2
4RW6,A,Polymerase,2
4RW7,A,Polymerase,2
4RW8,A,Polymerase,2
4RW9,A,Polymerase,2
4WE1,A,Polymerase,2
4ZHR,A,Polymerase,2
5C24,A,Polymerase,2
5C25,A,Polymerase,2
5C42,A,Polymerase,2
5CYQ,A,Polymerase,2
5D3G,A,Polymerase,2
5DMQ,A,Polymerase,2
5FDL,A,Polymerase,2
5HBM,A,Polymerase,2
5HLF,A,Polymerase,2
5HP1,A,Polymerase,2
5HRO,A,Polymerase,2
5I3U,A,Polymerase,2
5I42,A,Polymerase,2
5J1E,A,Polymerase,2
5J2M,A,Polymerase,2
5J2N,A,Polymerase,2
5J2P,A,Polymerase,2
5J2Q,A,Polymerase,2
5K14,A,Polymerase,2
5TEP,A,Polymerase,2
5TER,A,Polymerase,2
5TUQ,A,Polymerase,2
5TW3,A,Polymerase,2
5TXL,A,Polymerase,2
5TXN,A,Polymerase,2
5TXO,A,Polymerase,2
5TXP,A,Polymerase,2
5UV5,A,Polymerase,2
5VQQ,A,Polymerase,2
5VQR,A,Polymerase,2
