protein,chain,group,group1
4BCO,A,alpha,0
4DCC,A,alpha,0
4EOO,A,alpha,0
4EOP,A,alpha,0
4F4P,A,alpha,0
4FL1,A,alpha,0
4G9H,A,alpha,0
4GL9,A,alpha,0
4HOJ,A,alpha,0
4IQA,A,alpha,0
6GSS,A,alpha,0
10GS,A,alpha,0
11GS,A,alpha,0
1AQW,A,alpha,0
1DUG,A,alpha,0
1F2E,A,alpha,0
1GN2,A,alpha,0
1GN6,A,alpha,0
1GUL,A,alpha,0
1HNB,A,alpha,0
1ISH,A,alpha,0
1QMZ,A,alpha,0
1QPE,A,alpha,0
1R15,A,alpha,0
1U46,A,alpha,0
1U87,A,alpha,0
1VCT,A,alpha,0
1WVU,A,alpha,0
1WVV,A,alpha,0
1WX5,A,alpha,0
1XW5,A,alpha,0
1YH3,A,alpha,0
1YI6,A,alpha,0
1YKC,A,alpha,0
1YKR,A,alpha,0
2BHW,A,alpha,0
2C8U,A,alpha,0
2CPO,A,alpha,0
2GSS,A,alpha,0
2I67,A,alpha,0
2I94,A,alpha,0
2O3Q,A,alpha,0
2QZ4,A,alpha,0
2VGP,A,alpha,0
2VRX,A,alpha,0
3AK1,A,alpha,0
3BGE,A,alpha,0
3D3H,A,alpha,0
3DAJ,A,alpha,0
3DDP,A,alpha,0
3DJ7,A,alpha,0
3DZI,A,alpha,0
3FR6,A,alpha,0
3FR9,A,alpha,0
3FZR,A,alpha,0
3G5D,A,alpha,0
3HPG,A,alpha,0
3KXO,A,alpha,0
3MIY,A,alpha,0
3NIV,A,alpha,0
3O50,A,alpha,0
3PJ3,A,alpha,0
3Q3D,A,alpha,0
3QHW,A,alpha,0
3QYP,A,alpha,0
3ROQ,A,alpha,0
3SD7,A,alpha,0
3ZWP,A,alpha,0
4DFL,A,alpha,0
4EOR,A,alpha,0
4G34,A,alpha,0
4GSS,A,alpha,0
5GSS,A,alpha,0
1BYE,A,alpha,0
1C72,A,alpha,0
1CP9,A,alpha,0
1GSE,A,alpha,0
1GSF,A,alpha,0
1GSS,A,alpha,0
1H33,A,alpha,0
1H4L,A,alpha,0
1ISM,A,alpha,0
1JN3,A,alpha,0
1K0O,A,alpha,0
1NV9,A,alpha,0
1U4D,A,alpha,0
1V0P,A,alpha,0
1YI3,A,alpha,0
1YI4,A,alpha,0
1YQ9,A,alpha,0
1YVJ,A,alpha,0
2AHE,A,alpha,0
2BFX,A,alpha,0
2CT9,A,alpha,0
2D2C,A,alpha,0
2F3M,A,alpha,0
2F7N,A,alpha,0
2F8F,A,alpha,0
2HDH,A,alpha,0
2I40,A,alpha,0
2JAV,A,alpha,0
2O0Y,A,alpha,0
2OF2,A,alpha,0
2QQ9,A,alpha,0
2R5G,A,alpha,0
2UZO,A,alpha,0
2W1D,A,alpha,0
2XGC,A,alpha,0
3CLO,A,alpha,0
3D70,A,alpha,0
3DZF,A,alpha,0
3ED5,A,alpha,0
3F3Z,A,alpha,0
3I9K,A,alpha,0
3I9L,A,alpha,0
3K9S,A,alpha,0
3MC1,A,alpha,0
3PJ1,A,alpha,0
3Q5P,A,alpha,0
3ROP,A,alpha,0
3UAR,A,alpha,0
3UO6,A,alpha,0
3UOD,A,alpha,0
3UOL,A,alpha,0
3ZWV,A,alpha,0
4EOK,A,alpha,0
4EOS,A,alpha,0
4ID0,A,alpha,0
9GSS,A,alpha,0
1DVP,A,alpha,0
1GY3,A,alpha,0
1HNC,A,alpha,0
1JBA,A,alpha,0
1K0N,A,alpha,0
1MP8,A,alpha,0
1OB3,A,alpha,0
1PXO,A,alpha,0
1YHS,A,alpha,0
2CA8,A,alpha,0
2GSR,A,alpha,0
2HI0,A,alpha,0
2JKO,A,alpha,0
2O3T,A,alpha,0
2VAN,A,alpha,0
2XNM,A,alpha,0
2XYU,A,alpha,0
2Y6M,A,alpha,0
2Y6O,A,alpha,0
3KJY,A,alpha,0
3LSU,A,alpha,0
3MYG,A,alpha,0
3QVN,A,alpha,0
3SWL,A,alpha,0
3UQG,A,alpha,0
3UZP,A,alpha,0
4HNI,A,alpha,0
4PGT,A,alpha,0
1B48,A,alpha,0
1GUH,A,alpha,0
1GUM,A,alpha,0
1H32,A,alpha,0
1K3A,A,alpha,0
1O03,A,alpha,0
1O7D,A,alpha,0
1OE7,A,alpha,0
1OE8,A,alpha,0
1PGT,A,alpha,0
1S8N,A,alpha,0
2C0F,A,alpha,0
2ETM,A,alpha,0
2FDR,A,alpha,0
2HEN,A,alpha,0
2JKQ,A,alpha,0
2NO5,A,alpha,0
2PGJ,A,alpha,0
2Z37,A,alpha,0
3CQE,A,alpha,0
3DZK,A,alpha,0
3EN4,A,alpha,0
3F3V,A,alpha,0
3FRC,A,alpha,0
3FY7,A,alpha,0
3LYP,A,alpha,0
3M11,A,alpha,0
3MDK,A,alpha,0
3QRJ,A,alpha,0
3QUC,A,alpha,0
3QX7,A,alpha,0
3ROK,A,alpha,0
3U4I,A,alpha,0
3UE4,A,alpha,0
3UOK,A,alpha,0
3UVH,A,alpha,0
3UYS,A,alpha,0
3W3E,A,alpha,0
4DTK,A,alpha,0
4FYN,A,alpha,0
4FZ6,A,alpha,0
4HI7,A,alpha,0
12GS,A,alpha,0
18GS,A,alpha,0
1DXJ,A,alpha,0
1EN5,A,alpha,0
1FPU,A,alpha,0
1IEP,A,alpha,0
1MTC,A,alpha,0
1O08,A,alpha,0
1OL5,A,alpha,0
1R0S,A,alpha,0
1SD5,A,alpha,0
1XWG,A,alpha,0
1YDK,A,alpha,0
2BAA,A,alpha,0
2C2F,A,alpha,0
2C2U,A,alpha,0
2CAQ,A,alpha,0
2EB1,A,alpha,0
2EF1,A,alpha,0
2HSZ,A,alpha,0
2I66,A,alpha,0
2JKM,A,alpha,0
2O3R,A,alpha,0
2O3S,A,alpha,0
2PE1,A,alpha,0
2QC7,A,alpha,0
2QOH,A,alpha,0
2W1F,A,alpha,0
2XRN,A,alpha,0
2YM0,A,alpha,0
3COH,A,alpha,0
3DK6,A,alpha,0
3DZG,A,alpha,0
3EN7,A,alpha,0
3F3W,A,alpha,0
3FQE,A,alpha,0
3FR3,A,alpha,0
3FRI,A,alpha,0
3FZS,A,alpha,0
3FZT,A,alpha,0
3G6G,A,alpha,0
3H3X,A,alpha,0
3I9M,A,alpha,0
3PGT,A,alpha,0
3Q74,A,alpha,0
3QRK,A,alpha,0
3VBX,A,alpha,0
4DEE,A,alpha,0
4DWX,A,alpha,0
4DYG,A,alpha,0
4EOI,A,alpha,0
4F3Q,A,alpha,0
4HOK,A,alpha,0
1AP9,A,alpha,0
1APX,A,alpha,0
1AXD,A,alpha,0
1M52,A,alpha,0
1MKM,A,alpha,0
1MQ4,A,alpha,0
1QYR,A,alpha,0
1R12,A,alpha,0
1R16,A,alpha,0
1U3I,A,alpha,0
1XRE,A,alpha,0
1YOL,A,alpha,0
1YRQ,A,alpha,0
2A11,A,alpha,0
2AAW,A,alpha,0
2CIX,A,alpha,0
2CIZ,A,alpha,0
2CJ0,A,alpha,0
2HCT,A,alpha,0
2HZI,A,alpha,0
2IJR,A,alpha,0
2J0L,A,alpha,0
2PKE,A,alpha,0
2V7A,A,alpha,0
2Z38,A,alpha,0
2Z39,A,alpha,0
2ZBI,A,alpha,0
3BHY,A,alpha,0
3BVO,A,alpha,0
3CQL,A,alpha,0
3D14,A,alpha,0
3DK3,A,alpha,0
3F3T,A,alpha,0
3F3U,A,alpha,0
3F6X,A,alpha,0
3GSS,A,alpha,0
3I76,A,alpha,0
3M42,A,alpha,0
3PIZ,A,alpha,0
3ZWN,A,alpha,0
4AW5,A,alpha,0
4G31,A,alpha,0
4H3Z,A,alpha,0
4HNF,A,alpha,0
4IBP,A,alpha,0
1KKC,A,alpha,0
1Q4J,A,alpha,0
1SCH,A,alpha,0
1T43,A,alpha,0
1TQP,A,alpha,0
1VQ1,A,alpha,0
1XUQ,A,alpha,0
2C0G,A,alpha,0
2CIW,A,alpha,0
2EZB,A,alpha,0
2EZC,A,alpha,0
2G2F,A,alpha,0
2H6D,A,alpha,0
2HYY,A,alpha,0
2PAQ,A,alpha,0
2WF8,A,alpha,0
3B2W,A,alpha,0
3BOS,A,alpha,0
3CA8,A,alpha,0
3FRH,A,alpha,0
3KGA,A,alpha,0
3OEZ,A,alpha,0
3PJ2,A,alpha,0
3QRI,A,alpha,0
3QU2,A,alpha,0
3QU5,A,alpha,0
3QXG,A,alpha,0
3SVV,A,alpha,0
3U6V,A,alpha,0
3UQF,A,alpha,0
4DEJ,A,alpha,0
4DGG,A,alpha,0
4HJY,A,alpha,0
4IJI,A,alpha,0
4JED,A,alpha,0
1E3D,A,alpha,0
1EN4,A,alpha,0
1EN6,A,alpha,0
1H1W,A,alpha,0
1HNA,A,alpha,0
1I08,A,alpha,0
1K1A,A,alpha,0
1LRV,A,alpha,0
1OVN,A,alpha,0
1RWT,A,alpha,0
1TW9,A,alpha,0
1U5T,A,alpha,0
1ZAO,A,alpha,0
1ZAR,A,alpha,0
2C80,A,alpha,0
2C98,A,alpha,0
2CIV,A,alpha,0
2CIY,A,alpha,0
2CJ1,A,alpha,0
2CJ2,A,alpha,0
2IA2,A,alpha,0
2J18,A,alpha,0
2J19,A,alpha,0
2J5M,A,alpha,0
2ON7,A,alpha,0
2OQO,A,alpha,0
2PE0,A,alpha,0
2PL0,A,alpha,0
2R2P,A,alpha,0
2W5B,A,alpha,0
2WFN,A,alpha,0
2ZB9,A,alpha,0
3DDH,A,alpha,0
3DQW,A,alpha,0
3E5A,A,alpha,0
3EZE,A,alpha,0
3FVV,A,alpha,0
3H10,A,alpha,0
3H3C,A,alpha,0
3HMI,A,alpha,0
3IUG,A,alpha,0
3KLN,A,alpha,0
3M2W,A,alpha,0
3QU7,A,alpha,0
3QU9,A,alpha,0
3T36,A,alpha,0
3TJT,A,alpha,0
3TZ7,A,alpha,0
3TZ8,A,alpha,0
3U51,A,alpha,0
3ZFL,A,alpha,0
3ZZW,A,alpha,0
4ITJ,A,alpha,0
1BVA,A,alpha,0
1CHK,A,alpha,0
1I0H,A,alpha,0
1K0M,A,alpha,0
1LV7,A,alpha,0
1NV8,A,alpha,0
1TQI,A,alpha,0
1TQM,A,alpha,0
1Z4O,A,alpha,0
2BJV,A,alpha,0
2BJW,A,alpha,0
2C0E,A,alpha,0
2C96,A,alpha,0
2C99,A,alpha,0
2C9C,A,alpha,0
2G2H,A,alpha,0
2NO4,A,alpha,0
2WF7,A,alpha,0
2ZFD,A,alpha,0
3CBU,A,alpha,0
3DJ5,A,alpha,0
3DJ6,A,alpha,0
3DJB,A,alpha,0
3DK7,A,alpha,0
3ERG,A,alpha,0
3FZP,A,alpha,0
3ISO,A,alpha,0
3MS9,A,alpha,0
3NUU,A,alpha,0
3PIY,A,alpha,0
3RN4,A,alpha,0
3TPZ,A,alpha,0
3UZU,A,alpha,0
3V5Q,A,alpha,0
3ZFB,A,alpha,0
4HGT,A,alpha,0
4HJV,A,alpha,0
4HJZ,A,alpha,0
1A41,A,alpha,0
1AOA,A,alpha,0
1AQ6,A,alpha,0
1GUX,A,alpha,0
1OT8,A,alpha,0
1RK4,A,alpha,0
1S1E,A,alpha,0
1Z4N,A,alpha,0
1Z5M,A,alpha,0
1ZL9,A,alpha,0
2I10,A,alpha,0
2Q60,A,alpha,0
2WF5,A,alpha,0
2WF6,A,alpha,0
3BZ3,A,alpha,0
3EYH,A,alpha,0
3GVD,A,alpha,0
3LJR,A,alpha,0
3M0E,A,alpha,0
3MSS,A,alpha,0
3NUN,A,alpha,0
3QUB,A,alpha,0
3TLF,A,alpha,0
4IGJ,A,alpha,0
1FW1,A,alpha,0
1OPJ,A,alpha,0
1R8I,A,alpha,0
2B12,A,alpha,0
2H8R,A,alpha,0
2LJR,A,alpha,0
2P4W,A,alpha,0
2R9G,A,alpha,0
2W5H,A,alpha,0
3CS9,A,alpha,0
3EYG,A,alpha,0
3EZB,A,alpha,0
3FM9,A,alpha,0
3FME,A,alpha,0
3FUV,A,alpha,0
3LTL,A,alpha,0
3NUY,A,alpha,0
3OT7,A,alpha,0
3UYT,A,alpha,0
3ZYQ,A,alpha,0
4F0I,A,alpha,0
4HCT,A,alpha,0
4HCU,A,alpha,0
1EF8,A,alpha,0
1JX9,A,alpha,0
1K5Q,A,alpha,0
1K5S,A,alpha,0
1KYQ,A,alpha,0
1LVH,A,alpha,0
1MUD,A,alpha,0
1NY6,A,alpha,0
1PA3,A,alpha,0
1RDF,A,alpha,0
1WX2,A,alpha,0
1WXC,A,alpha,0
2AHL,A,alpha,0
2C1Y,A,alpha,0
2EZA,A,alpha,0
2F6Q,A,alpha,0
2GL8,A,alpha,0
2IL3,A,alpha,0
2JKK,A,alpha,0
2JL4,A,alpha,0
2X64,A,alpha,0
2ZME,A,alpha,0
2ZMX,A,alpha,0
2ZMZ,A,alpha,0
2ZWD,A,alpha,0
2ZWF,A,alpha,0
2ZWG,A,alpha,0
3AWS,A,alpha,0
3AWX,A,alpha,0
3AX0,A,alpha,0
3ERF,A,alpha,0
3FUT,A,alpha,0
3G7I,A,alpha,0
3GEN,A,alpha,0
3HOR,A,alpha,0
3IR4,A,alpha,0
3NUS,A,alpha,0
3PYY,A,alpha,0
3QR6,A,alpha,0
3R9K,A,alpha,0
3T9T,A,alpha,0
3VPQ,A,alpha,0
3VPT,A,alpha,0
4H3Y,A,alpha,0
1EF9,A,alpha,0
1EZA,A,alpha,0
1F1Z,A,alpha,0
1KNY,A,alpha,0
1MUN,A,alpha,0
1MUY,A,alpha,0
1PKZ,A,alpha,0
1QAG,A,alpha,0
1WX4,A,alpha,0
1X42,A,alpha,0
2AHK,A,alpha,0
2DZO,A,alpha,0
2WJU,A,alpha,0
2XIK,A,alpha,0
2ZMY,A,alpha,0
2ZWE,A,alpha,0
3AWT,A,alpha,0
3AWU,A,alpha,0
3AWV,A,alpha,0
3AWW,A,alpha,0
3AWY,A,alpha,0
3AWZ,A,alpha,0
3BHH,A,alpha,0
3CK6,A,alpha,0
3FIW,A,alpha,0
3OCS,A,alpha,0
3U26,A,alpha,0
3VWX,A,alpha,0
3ZCH,A,alpha,0
3ZCY,A,alpha,0
4GIB,A,alpha,0
4HCV,A,alpha,0
1BY1,A,alpha,0
1D5N,A,alpha,0
1FXV,A,alpha,0
1IH5,A,alpha,0
1K1B,A,alpha,0
1PUJ,A,alpha,0
1V0B,A,alpha,0
1V2A,A,alpha,0
1ZOL,A,alpha,0
2CZ2,A,alpha,0
2E2B,A,alpha,0
2GZ4,A,alpha,0
2HNL,A,alpha,0
2IEX,A,alpha,0
2PE2,A,alpha,0
2QKO,A,alpha,0
2TCT,A,alpha,0
3AQS,A,alpha,0
3EXB,A,alpha,0
3F6F,A,alpha,0
3FZO,A,alpha,0
3K5V,A,alpha,0
3KF4,A,alpha,0
3P90,A,alpha,0
1A6I,A,alpha,0
1AH7,A,alpha,0
1BU2,A,alpha,0
1F7C,A,alpha,0
1G7O,A,alpha,0
1GLP,A,alpha,0
1GLQ,A,alpha,0
1GM7,A,alpha,0
1IX9,A,alpha,0
1IXB,A,alpha,0
1ZLZ,A,alpha,0
2CSM,A,alpha,0
2GLR,A,alpha,0
2O8Y,A,alpha,0
2TRT,A,alpha,0
2UZF,A,alpha,0
2VII,A,alpha,0
2W5A,A,alpha,0
2Z60,A,alpha,0
3BFR,A,alpha,0
3DAK,A,alpha,0
3GVU,A,alpha,0
3H02,A,alpha,0
3IBH,A,alpha,0
3LVY,A,alpha,0
3MJ2,A,alpha,0
3NXC,A,alpha,0
3QXZ,A,alpha,0
4J2F,A,alpha,0
1BJZ,A,alpha,0
1GM8,A,alpha,0
1M0U,A,alpha,0
1MPG,A,alpha,0
1R5A,A,alpha,0
1TU7,A,alpha,0
1USB,A,alpha,0
1UU9,A,alpha,0
1W7P,A,alpha,0
1XO1,A,alpha,0
2B3T,A,alpha,0
2J9H,A,alpha,0
2PAU,A,alpha,0
2R3X,A,alpha,0
2V6K,A,alpha,0
2WF9,A,alpha,0
2YG8,A,alpha,0
3BHW,A,alpha,0
3CC6,A,alpha,0
3CUQ,A,alpha,0
3CW0,A,alpha,0
3DFA,A,alpha,0
3P0U,A,alpha,0
3P8W,A,alpha,0
3Q19,A,alpha,0
3T89,A,alpha,0
3U41,A,alpha,0
4AVX,A,alpha,0
1EV9,A,alpha,0
1H2G,A,alpha,0
1LJR,A,alpha,0
1SG9,A,alpha,0
1T0F,A,alpha,0
1YY7,A,alpha,0
2DZN,A,alpha,0
2G1T,A,alpha,0
2OA7,A,alpha,0
2ON5,A,alpha,0
2WFA,A,alpha,0
2WHE,A,alpha,0
2ZW3,A,alpha,0
3EFP,A,alpha,0
3FER,A,alpha,0
3GH6,A,alpha,0
3H0A,A,alpha,0
3KH1,A,alpha,0
3KN1,A,alpha,0
3KTL,A,alpha,0
3KUQ,A,alpha,0
3LXZ,A,alpha,0
3O3T,A,alpha,0
3OXZ,A,alpha,0
3PIX,A,alpha,0
3QUQ,A,alpha,0
3QUT,A,alpha,0
3TGZ,A,alpha,0
3U4W,A,alpha,0
1EY3,A,alpha,0
1HH8,A,alpha,0
1IY2,A,alpha,0
1K7D,A,alpha,0
1KEC,A,alpha,0
1NJF,A,alpha,0
1NJG,A,alpha,0
1ORK,A,alpha,0
1PKW,A,alpha,0
1TU8,A,alpha,0
2B0Z,A,alpha,0
2CHG,A,alpha,0
2F4J,A,alpha,0
2FBM,A,alpha,0
2FHS,A,alpha,0
2IOH,A,alpha,0
2NXX,A,alpha,0
2OAD,A,alpha,0
2OEZ,A,alpha,0
2PAR,A,alpha,0
2VCT,A,alpha,0
2WB9,A,alpha,0
2WDU,A,alpha,0
3A68,A,alpha,0
3B57,A,alpha,0
3DV9,A,alpha,0
3EU9,A,alpha,0
3EZX,A,alpha,0
3FUP,A,alpha,0
3H47,A,alpha,0
3PLS,A,alpha,0
3TOU,A,alpha,0
4ACS,A,alpha,0
1EEM,A,alpha,0
1IY0,A,alpha,0
1NZY,A,alpha,0
1REC,A,alpha,0
1UOH,A,alpha,0
1WM5,A,alpha,0
2B7A,A,alpha,0
2OAC,A,alpha,0
2PQ7,A,alpha,0
2QIW,A,alpha,0
2WD1,A,alpha,0
2YG9,A,alpha,0
3BJB,A,alpha,0
3DTO,A,alpha,0
3I6A,A,alpha,0
3TJC,A,alpha,0
3TJD,A,alpha,0
3TOT,A,alpha,0
4BC6,A,alpha,0
4FFD,A,alpha,0
4IW9,A,alpha,0
13GS,A,alpha,0
1EOG,A,alpha,0
1F3A,A,alpha,0
1FXH,A,alpha,0
1GKF,A,alpha,0
1J5W,A,alpha,0
1NDE,A,alpha,0
1NHY,A,alpha,0
1PL1,A,alpha,0
1PN9,A,alpha,0
1S9U,A,alpha,0
2IYL,D,alpha,0
2OVJ,A,alpha,0
3AY8,A,alpha,0
3B81,A,alpha,0
3DD3,A,alpha,0
3IK3,A,alpha,0
3IK7,A,alpha,0
3LG6,A,alpha,0
3O76,A,alpha,0
3OY3,A,alpha,0
3PR8,A,alpha,0
4E6Q,A,alpha,0
4IQ1,A,alpha,0
1D1D,A,alpha,0
1DCQ,A,alpha,0
1HQO,A,alpha,0
1IRM,A,alpha,0
1IXV,A,alpha,0
1KU1,A,alpha,0
1MD3,A,alpha,0
1MD4,A,alpha,0
1OMV,A,alpha,0
1P3U,A,alpha,0
1PX6,A,alpha,0
1QYM,A,alpha,0
1TDI,A,alpha,0
1VF4,A,alpha,0
1VF5,A,alpha,0
2DWZ,A,alpha,0
2IGS,A,alpha,0
2VCV,A,alpha,0
3CDL,A,alpha,0
3CSH,A,alpha,0
3DGQ,A,alpha,0
3EIN,A,alpha,0
3FUW,A,alpha,0
3FUX,A,alpha,0
3H1N,A,alpha,0
3HJO,A,alpha,0
3HTJ,A,alpha,0
3IK9,A,alpha,0
3KMN,A,alpha,0
3KRR,A,alpha,0
3LFL,A,alpha,0
3MGE,A,alpha,0
3NSQ,A,alpha,0
3S5R,A,alpha,0
4AT3,A,alpha,0
4G9B,A,alpha,0
1AUA,A,alpha,0
1BEJ,A,alpha,0
1FEZ,A,alpha,0
1KBN,A,alpha,0
1OMR,A,alpha,0
1SZI,A,alpha,0
2C3N,A,alpha,0
2C3Q,A,alpha,0
2C3T,A,alpha,0
2GHK,X,alpha,0
2WEI,A,alpha,0
2XHS,A,alpha,0
3A9Q,A,alpha,0
3BNI,A,alpha,0
3G7J,A,alpha,0
3GUS,A,alpha,0
3HJM,A,alpha,0
3HOC,A,alpha,0
3KM6,A,alpha,0
3KMO,A,alpha,0
3L0H,A,alpha,0
3MAK,A,alpha,0
4AT5,A,alpha,0
4DMB,A,alpha,0
1BEK,A,alpha,0
1BEP,A,alpha,0
1BEQ,A,alpha,0
1BES,A,alpha,0
1BJ9,A,alpha,0
1DCI,A,alpha,0
1EOH,A,alpha,0
1GM9,A,alpha,0
1GWC,A,alpha,0
1H6O,A,alpha,0
1IXZ,A,alpha,0
1J77,A,alpha,0
1K3L,A,alpha,0
1K3Y,A,alpha,0
1LTZ,A,alpha,0
1QGI,A,alpha,0
1R8M,E,alpha,0
1VF1,A,alpha,0
1VF2,A,alpha,0
1WG0,A,alpha,0
2G7L,A,alpha,0
2HXI,A,alpha,0
2IAI,A,alpha,0
2R6K,A,alpha,0
2X4Z,A,alpha,0
2XA4,A,alpha,0
3F66,A,alpha,0
3FK2,A,alpha,0
3HTH,A,alpha,0
3I69,A,alpha,0
3LPB,A,alpha,0
4APP,A,alpha,0
4E2L,A,alpha,0
4E6D,A,alpha,0
1BEM,A,alpha,0
1F3B,A,alpha,0
1FFH,A,alpha,0
1H6P,A,alpha,0
1JLV,A,alpha,0
1K0D,A,alpha,0
1P3T,A,alpha,0
1P3V,A,alpha,0
1PL2,A,alpha,0
1TR4,A,alpha,0
2A0L,A,alpha,0
2IMI,A,alpha,0
2IMK,A,alpha,0
2OF7,A,alpha,0
2VNX,X,alpha,0
2VO4,A,alpha,0
3C24,A,alpha,0
3FUU,A,alpha,0
3H4E,A,alpha,0
3KFA,A,alpha,0
3MOY,A,alpha,0
3NSP,A,alpha,0
3QAG,A,alpha,0
3VLN,A,alpha,0
1EV4,A,alpha,0
1GK9,A,alpha,0
1VF3,A,alpha,0
1WBE,A,alpha,0
1YHW,A,alpha,0
1Z6O,A,alpha,0
1ZGN,A,alpha,0
2KN6,A,alpha,0
2PPY,A,alpha,0
3F63,A,alpha,0
3HIM,A,alpha,0
3HTI,A,alpha,0
3N5O,A,alpha,0
3SLL,A,alpha,0
3TJM,A,alpha,0
4BBF,A,alpha,0
4HGE,A,alpha,0
1COL,A,alpha,0
1K0B,A,alpha,0
1LTU,A,alpha,0
1ML6,A,alpha,0
1PX7,A,alpha,0
1SWX,A,alpha,0
1UIY,A,alpha,0
1YHV,A,alpha,0
2A2R,A,alpha,0
2A2S,A,alpha,0
2EVS,A,alpha,0
2FQ1,A,alpha,0
2GHH,X,alpha,0
2OI8,A,alpha,0
2OSA,A,alpha,0
2VX2,A,alpha,0
2WA6,A,alpha,0
3AJI,A,alpha,0
3D1L,A,alpha,0
3HKR,A,alpha,0
3IE3,A,alpha,0
3N9J,A,alpha,0
3Q18,A,alpha,0
3UGC,A,alpha,0
4B22,A,alpha,0
4B23,A,alpha,0
4HSB,A,alpha,0
1A2F,A,alpha,0
1A2G,A,alpha,0
1AA4,A,alpha,0
1AC4,A,alpha,0
1AC8,A,alpha,0
1AEB,A,alpha,0
1AED,A,alpha,0
1AEE,A,alpha,0
1AEF,A,alpha,0
1AEG,A,alpha,0
1AEH,A,alpha,0
1AEJ,A,alpha,0
1AEK,A,alpha,0
1AEM,A,alpha,0
1AEN,A,alpha,0
1AEO,A,alpha,0
1AEQ,A,alpha,0
1AES,A,alpha,0
1AET,A,alpha,0
1AEU,A,alpha,0
1AEV,A,alpha,0
1CCA,A,alpha,0
1CCB,A,alpha,0
1CCC,A,alpha,0
1CCE,A,alpha,0
1CCG,A,alpha,0
1CCI,A,alpha,0
1CCJ,A,alpha,0
1CCK,A,alpha,0
1CCL,A,alpha,0
1CCP,A,alpha,0
1CMP,A,alpha,0
1CMQ,A,alpha,0
1CMT,A,alpha,0
1CMU,A,alpha,0
1CPD,A,alpha,0
1CPE,A,alpha,0
1CPF,A,alpha,0
1CPG,A,alpha,0
1CYF,A,alpha,0
1DCC,A,alpha,0
1FM6,A,alpha,0
1IZ1,A,alpha,0
1JLW,A,alpha,0
1JZR,A,alpha,0
1LBK,A,alpha,0
1LTV,A,alpha,0
1RYC,A,alpha,0
1VJB,A,alpha,0
2BV7,A,alpha,0
2CCP,A,alpha,0
2CEP,A,alpha,0
2CYP,A,alpha,0
2DVW,A,alpha,0
2I6H,A,alpha,0
2I76,A,alpha,0
2W2H,A,alpha,0
2WA7,A,alpha,0
2ZQQ,A,alpha,0
3B5R,A,alpha,0
3B67,A,alpha,0
3CCP,A,alpha,0
3CCX,A,alpha,0
3CSI,A,alpha,0
3CSJ,A,alpha,0
3F6D,A,alpha,0
3HOP,A,alpha,0
3IUV,A,alpha,0
3R29,A,alpha,0
4CCP,A,alpha,0
4CCX,A,alpha,0
5CCP,A,alpha,0
6CCP,A,alpha,0
7CCP,A,alpha,0
1FQY,A,alpha,0
1HZD,A,alpha,0
1MJ3,A,alpha,0
1OW3,A,alpha,0
1OYJ,A,alpha,0
1QQ5,A,alpha,0
1S9P,A,alpha,0
1SOG,A,alpha,0
1TFJ,A,alpha,0
1U9O,A,alpha,0
1XDK,A,alpha,0
1XT0,B,alpha,0
2CL4,X,alpha,0
2EVT,A,alpha,0
2HW5,A,alpha,0
2LBD,A,alpha,0
2PBE,A,alpha,0
2PZ9,A,alpha,0
2XI6,A,alpha,0
2XIF,A,alpha,0
2XIH,A,alpha,0
2Y6A,A,alpha,0
3B65,A,alpha,0
3B66,A,alpha,0
3F1B,A,alpha,0
3G64,A,alpha,0
3G7R,A,alpha,0
3H81,A,alpha,0
3KQF,A,alpha,0
3RLJ,A,alpha,0
3S0K,A,alpha,0
3S6I,A,alpha,0
3VK9,A,alpha,0
4B21,A,alpha,0
4B24,A,alpha,0
1BMT,A,alpha,0
1IXC,A,alpha,0
1QGJ,A,alpha,0
1TJT,A,alpha,0
1V0H,X,alpha,0
1VB5,A,alpha,0
2EVL,A,alpha,0
2GGN,X,alpha,0
2GHC,X,alpha,0
2GHD,X,alpha,0
2ITB,A,alpha,0
2NG1,A,alpha,0
2RAE,A,alpha,0
2VCN,A,alpha,0
2VO2,X,alpha,0
2XJ6,A,alpha,0
3D4V,A,alpha,0
3DCF,A,alpha,0
3F0C,A,alpha,0
3FY0,A,alpha,0
3KNW,A,alpha,0
3L82,A,alpha,0
3LBD,A,alpha,0
3NTE,A,alpha,0
3P05,A,alpha,0
3Q1T,A,alpha,0
3V78,A,alpha,0
3VNX,A,alpha,0
3ZCG,A,alpha,0
4LBD,A,alpha,0
1A37,A,alpha,0
1BRD,A,alpha,0
1FM9,A,alpha,0
1G6Y,A,alpha,0
1KKQ,A,alpha,0
1OAF,A,alpha,0
1OAG,A,alpha,0
1S9Q,A,alpha,0
1SH5,A,alpha,0
2EJ5,A,alpha,0
2EVD,A,alpha,0
2GHE,X,alpha,0
2OUX,A,alpha,0
2PJQ,A,alpha,0
2QQ3,A,alpha,0
2VCF,X,alpha,0
2VCS,A,alpha,0
2VNZ,X,alpha,0
2WD4,A,alpha,0
2X9D,A,alpha,0
2XGD,A,alpha,0
2Y6B,A,alpha,0
2ZQR,A,alpha,0
3CCY,A,alpha,0
3EYB,A,alpha,0
3G17,A,alpha,0
3QPL,A,alpha,0
3RIC,A,alpha,0
4ASZ,A,alpha,0
1A4O,A,alpha,0
1BSX,A,alpha,0
1HJ1,A,alpha,0
1QQ6,A,alpha,0
1SX6,A,alpha,0
1UI5,A,alpha,0
